aspect,setiment_words,polarity
质量,不错,1
尺寸,合身,1
质量,保障,1
舒适度,舒适,1
价格,实惠,1
质量,可以,1
价格,不贵,1
舒适度,舒服,1
尺寸,合适,1
质量,不错,1
舒适度,舒服,1
尺寸,适中,1
质量,保证,1
质量,好,1
舒适度,舒服,1
质量,好,1
质地,有点失望,-1
舒适度,舒服,1
舒适度,舒适,1
尺寸,比较肥大,0
质量,不错,1
舒适度,很舒服,1
质量,一级捧,1
尺寸,贴身,1
质量,很好,1
价格,实惠,1
质量,好,1
价格,实惠,1
质量,不错,1
质量,不错,1
性价比,可以,1
质量,信赖,1
舒适度,舒适,1
尺寸,贴身,1
质地,柔软,1
舒适度,舒服,1
尺寸,正合身,1
外观,无色差,1
价格,便宜,1
舒适度,很舒服,1
尺寸,刚好,1
质量,好,1
质量,好,1
舒服,舒服,1
舒适度,舒服,1
尺寸,合适,1
质量,一般,1
舒适度,舒服,1
服务,特别好,1
舒适度,舒服,1
价格,便宜,1
价格,不是很贵,1
质量,不错,1
尺寸,有点小了,-1
价格,合理,1
舒适度,舒适,1
尺寸,合适,1
舒适度,舒适,1
价格,便宜,1
舒适度,舒服,1
舒适度,舒服,1
舒适度,还不错,1
舒适度,舒服,1
尺寸,窄,-1
性价比,物超所值,1
价格,很划算,1
舒适度,还不错,1
性价比,物美价廉,1
质量,不错,1
尺寸,合身,1
尺寸,适中,1
质量,不错,1
舒适度,舒服,1
价格,实惠,1
舒适度,舒服,1
价格,适宜,1
舒适度,舒服,1
尺寸,合身,1
质量,很好,1
尺寸,合适,1
舒适度,舒服,1
服务,态度很好,1
质量,有待考察,0
舒适度,轻薄舒适,1
质量,不错,1
尺寸,很合身,1
服务,非常好,1
质量,好,1
舒适度,舒服,1
价格,不贵,1
舒适度,舒服,1
舒适度,巴适,1
质量,好,1
性价比,物美价廉,1
尺寸,合适,1
舒服,舒服,1
质量,质量,1
舒适度,舒服,1
质量,很好,1
外观,不错,1
质地,不错,1
质量,不错,1
价格,划算,1
尺寸,勒,-1
质量,不错,1
质量,好,1
质量,不错,1
舒适度,舒适,1
尺寸,合身,1
质量,很好,1
质量,很信任,1
质量,不错,1
质量,棒,1
服务,好,1
质量,不错,1
质量,好,1
价格,便宜,1
舒适度,舒服,1
舒适度,舒服,1
质量,好,1
服务,好,1
舒适度,舒服,1
尺寸,合身,1
价格,实惠,1
款式,不错,1
尺寸,窄,-1
质量,可以,1
外观,不错,1
价格,高了,-1
舒适度,舒服,1
质量,还行,1
舒适度,很贴身,1
舒适度,可以,1
舒适度,很棒,1
款式,不错,1
质量,好,1
质量,不错,1
舒适度,舒服,1
舒适度,舒服,1
尺寸,稍微有点紧,-1
性价比,物超所值,1
舒适度,舒服,1
质量,挺好的,1
尺寸,合适,1
尺寸,稍紧,1
质量,不错,1
价格,稍微偏高,-1
性价比,一般,0
尺寸,略短,-1
质量,不错,1
价格,实惠,1
质量,有保证,1
价格,便宜,1
尺寸,大了,-1
尺寸,合身,1
质地,不错,1
舒适度,舒服,1
质量,不错,1
质量,很好,1
外观,很好,1
尺寸,刚好,1
质量,还可以,1
质量,不错,1
质量,还行,1
质量,太次,-1
价格,不值,-1
舒适度,很舒服,1
质量,特别好,1
舒适度,挺舒服,1
质量,不错,1
质量,不错,1
尺寸,正好,1
舒适度,舒适,1
尺寸,合身,1
舒适度,舒服,1
尺寸,合身,1
质量,很好,1
舒适度,舒服,1
舒适度,舒服,1
质量,不错,1
质量,杠杠的,1
质量,不错,1
舒适度,挺好,1
质量,很好,1
质量,好,1
尺寸,合身,1
质量,挺好,1
质量,正品,1
舒适度,很好,1
舒适度,很舒服,1
价格,实惠,1
质量,好,1
包装,简单,1
舒适度,舒服,1
尺寸,太长了点,-1
质量,非常好,1
包装,非常仔细、严实,1
服务,很好,1
舒适度,非常舒服,1
质量,不错,1
质地,柔软,1
质量,很好,1
质地,面料很好,1
做工,精细,1
价格,很优惠,1
质量,不错,1
性价比,物美价廉,1
质量,很好,1
质地,不错,1
质量,不错,1
尺寸,合身,1
外观,好看,1
质地,厚实,1
做工,精致,1
质量,不错,1
尺寸,挺合身的,1
舒适度,很舒服,1
质量,不错,1
尺寸,很大,1
价格,还行,1
尺寸,合身,1
舒适度,舒服,1
质地,柔软,1
舒适度,很舒服,1
尺寸,刚好,1
质量,可靠,1
质量,还行,1
质量,很好,1
质量,可以,1
价格,也行,1
价格,便宜,1
质量,将就,0
质量,挺好,1
包装,不错,1
尺寸,合身,1
外观,正,1
质量,好,1
质地,厚,1
质量,好,1
舒适度,舒服,1
质量,不错,1
服务,态度很好,1
外观,颜色很正,1
尺寸,合适,1
质量,还不错,1
尺寸,合身,1
外观,好看,1
质地,厚实,1
质量,真不怎么样,-1
价格,不值,-1
质地,不错,1
性价比,物美价廉,1
舒适度,舒服,1
舒适度,舒服,1
尺寸,合适,1
质地,舒服,1
价格,便宜,1
舒适度,舒服,1
做工,很好,1
尺寸,合适,1
舒适度,舒服,1
外观,可以,1
质量,很好,1
舒适度,一般,0
质地,硬,-1
舒适度,舒适,1
外观,大方,1
尺寸,合适,1
包装,完好,1
质量,不错,1
尺寸,合适,1
质量,很好,1
价格,合理,1
舒适度,还可以,1
尺寸,还可以,1
质量,没得说,1
尺寸,合适,1
质量,没话说,1
价格,合理,1
质量,有保障,1
质量,不咋滴,-1
质量,好,1
舒适度,舒服,1
价格,实惠,1
价格,不贵,1
质量,不错,1
颜色,挺好,1
舒适度,不错,1
质量,很好,1
质量,很好,1
性价比,超高,1
尺寸,合适,1
质量,不错,1
舒适度,舒适,1
质量,很好,1
价格,不贵,1
价格,实惠,1
质量,很好,1
质量,挺好的,1
舒适度,舒服,1
尺寸,刚刚好,1
质量,不咋滴,-1
舒适度,挺舒服,1
舒适度,舒服,1
外观,漂亮,1
舒适度,不错,1
舒适度,舒服,1
尺寸,合适,1
包装,有点次,-1
做工,还行,1
尺寸,很合身,1
质量,很好,1
服务,很好,1
质量,还可以,1
价格,很优惠,1
质量,很不错,1
尺寸,小,0
质地,还不错,1
价格,值得了,1
舒适度,很舒服,1
价格,实惠,1
质量,不错,1
尺寸,可以接受,1
质量,有保障,1
尺寸,有点短,-1
舒适度,不是那么舒服,-1
性价比,不值,-1
质量,很好,1
质量,还好,1
服务,很好,1
尺寸,正好,1
质量,真差,-1
价格,实惠,1
质量,很好,1
外观,一般,0
尺寸,稍微大了一点,0
质量,不错,1
舒适度,不错,1
质量,可以,1
舒适度,舒服,1
尺寸,合适,1
外观,好,1
价格,便宜,1
质量,不错,1
舒适度,舒适,1
尺寸,刚好,1
质量,很好,1
质量,很好,1
舒适度,好穿,1
质量,挺好,1
舒适度,不错,1
包装,非常仔细,1
尺寸,合身,1
服务,好,1
质量,好,1
外观,好看,1
舒适度,很舒服,1
质量,不错,1
服务,好,1
舒适度,很舒服,1
舒适度,舒服,1
服务,态度好,1
舒适度,舒服,1
尺寸,和身,1
质量,挺好的,1
尺寸,有点偏小,-1
外观,颜色很正,1
质量,不错,1
尺寸,合适,1
质量,不错,1
舒适度,舒适,1
质量,很棒,1
舒适度,舒服,1
舒适度,舒适,1
性价比,比较高,1
质量,不错,1
舒适度,很舒服,1
服务,不错,1
舒适度,舒服,1
质量,一般,-1
价格,偏贵,-1
舒适度,很合身,1
尺寸,没把握好,-1
质量,让人放心,1
价格,实惠,1
价格,合适,1
性价比,超高,1
质量,非常好,1
外观,不错,1
价格,合理,1
质量,好,1
外观,颜色正,1
舒适度,很舒服,1
价格,超值,1
质量,不错,1
质量,还不错,1
尺寸,合适,1
舒适度,挺好,1
尺寸,合适,1
舒适度,舒服,1
舒适度,很舒服,1
尺寸,紧,-1
尺寸,正,1
质地,柔软,1
服务,好,1
价格,适合,1
价格,实惠,1
舒适度,挺舒服,1
尺寸,合适,1
包装,简单,-1
服务,好,1
质量,有保障,1
质量,不错,1
质量,不错,1
尺寸,合身,1
质量,保障,1
价格,实惠,1
质量,还可以,1
价格,不贵,1
舒适度,舒服,1
尺寸,合适,1
质量,还不错,1
舒适度,舒服,1
质量,保证,1
质量,非常好,1
舒适度,非常舒服,1
质量,好,1
舒适度,舒服,1
舒适度,舒适,1
质量,不错,1
舒适度,很舒服,1
质量,一级棒,1
质量,很好,1
价格,实惠,1
质量,挺好的,1
价格,蛮实惠的,1
质量,不错,1
质量,不错,1
性价比,可以,1
质量,值得信赖,1
舒适度,舒适,1
舒适度,舒服,1
尺寸,合身,1
价格,便宜,1
舒适度,舒服,1
质量,好,1
舒适度,舒服,1
舒适度,舒服,1
尺寸,合适,1
质量,一般,0
舒适度,舒服,1
服务,好,1
性价比,值,1
尺寸,小了,-1
做工,真的很好,1
质量,可以,1
做工,一丝不苟,1
包装,严实,1
做工,挺好,1
做工,精致完美,1
做工,精细,1
质地,柔软亲肤,1
做工,精细,1
做工,精细,1
做工,精细,1
质量,一流,1
做工,精细,1
质量,很好,1
做工,精细,1
尺寸,合适,1
舒适度,很舒服,1
款式,时尚,1
做工,精细,1
质地,舒服,1
做工,精细,1
价格,优惠,1
服务,热情周到,1
做工,精细,1
做工,很细致,1
做工,好,1
价格,物有所值,0
质量,非常满意,1
做工,还不错,1
性价比,值,1
做工,还不错,1
性价比,物有所值,1
做工,非常精细,1
质量,经得起考验,1
服务,超级好,1
性价比,真的很高,1
性价比,很高,1
质地,厚实,1
款式,帅气,1
做工,好,1
外观,酷,1
质量,真心不错,1
款式,很好看,1
质量,好,1
性价比,不敢想,1
质量,好,1
外观,好看,1
质量,好,1
款式,好,1
舒适度,舒服,1
尺寸,合适,1
质量,好,1
款式,好看,1
质量,挺好的,1
质量,好,1
尺寸,合适,1
舒适度,舒服,1
质量,挺好,1
外观,时尚,1
舒适度,保暖,1
质量,好,1
外观,好看,1
价格,好,1
质量,特别好,1
质量,没得说,1
质量,满意,1
款式,好看,1
款式,可以,0
舒适度,暖和,1
尺寸,合适,1
质量,可以,0
款式,好看,1
质量,好,1
性价比,物美价廉,1
质量,很好,1
质量,很好,1
舒适度,舒服,1
尺寸,合身,1
质量,很好,1
做工,精细,1
质地,柔软,1
尺寸,标准,1
款式,保暖,1
舒适度,简洁大气,1
价格,实惠,1
质量,很好,1
做工,精细,1
外观,帅气,1
服务,很好,1
质量,很好,1
价格,实惠,1
质量,很好,1
质量,很好,1
外观,喜欢,1
质地,很好,1
价格,实惠,1
质量,很好,1
质地,柔软舒适,1
做工,精细,1
质量,很好,1
质量,很好,1
质量,很好,1
尺寸,合身,1
质量,很好,1
款式,新颖时尚,1
做工,精细,1
价格,实惠,1
质量,很好,1
价格,便宜,1
服务,很好,1
质量,很好,1
做工,细致,1
质量,很好,1
款式,简单大方,1
舒适度,保暖,1
质量,很好,1
尺寸,合适,1
质量,很好,1
尺寸,标准,1
做工,精细,1
舒适度,舒服,1
质量,很好,1
款式,简单大方,1
尺寸,标准,1
做工,精细,1
舒适度,暖和,1
质量,很好,1
性价比,物美价廉,1
舒适度,舒服,1
质量,不错,1
舒适度,保暖,1
款式,不错,1
质地,柔软,1
价格,很合适,1
质量,好,1
舒适度,暖和,1
质量,不错,1
舒适度,保暖,1
质地,柔软,1
款式,新颖,1
质量,还不错,1
舒适度,舒服,1
质量,杠杠的,1
尺寸,合适,1
质量,不错,1
价格,便宜,1
质量,非常好,1
质量,非常好,1
质量,好,1
做工,精细,1
外观,时尚,1
质量,非常棒,1
质量,超级赞,1
质量,超级好,1
质量,不错,1
质量,不错,1
质量,不错,1
质地,舒服,1
质量,不错,1
质地,舒服,1
尺寸,标准,1
舒适度,舒服,1
质量,不错,1
质量,不错,1
尺寸,大,-1
质量,不错,1
款式,好看,1
尺寸,合适,1
质量,不错,1
质量,不错,1
舒适度,保暖,1
款式,潮,1
质量,不错,1
尺寸,合身,1
舒适度,保暖,1
质量,不错,1
外观,好看,1
质量,不错,1
尺寸,合适,1
质量,不错,1
尺寸,标准,1
舒适度,舒服,1
质量,不错,1
款式,喜欢,1
做工,精细,1
质地,柔软,1
质量,棒,1
质量,不是太好,-1
质量,好,1
服务,好,1
质地,不错,1
质地,不错,1
质地,好,1
外观,好看,1
价格,能接受,0
质量,不错,1
性价比,物有所值,0
款式,简洁大方,1
舒适度,舒服,1
外观,时尚,1
舒适度,舒服,1
尺寸,标准,1
价格,划算,1
价格,划算,1
服务,到位,1
外观,好看,1
质量,不错,1
舒适度,舒服,1
尺寸,很合身,1
包装,精致,1
质地,非常的完美,1
质地,好,1
质量,好,1
性价比,物有所值,0
做工,没话说,1
价格,划算,1
款式,很好看,1
外观,有型,1
尺寸,合身,1
外观,好看,1
质量,不错,1
价格,没话说,1
尺寸,合适,1
舒适度,很舒服,1
做工,好,1
价格,实惠,1
性价比,物美价廉,1
性价比,物超所值,1
尺寸,刚好,1
价格,实惠,1
服务,好,1
性价比,值得,1
包装,严实,1
质量,好,1
舒适度,保暖,1
款式,时尚,1
尺寸,合适,1
性价比,物超所值,1
质量,绝对超赞,1
做工,精细,1
舒适度,舒适,1
价格,优惠,1
质量,挺好的,1
外观,漂亮,1
尺寸,刚好,1
质量,好,1
质地,柔软,1
质量,好,1
舒适度,暖和,1
价格,便宜,1
质量,挺好的,1
舒适度,舒服,1
质量,特别好,1
质量,挺好的,1
质量,没得说,1
服务,没得说,1
款式,不错,1
尺寸,正好,1
服务,十分的好,1
包装,完好无缺,1
质量,真的不错,1
质量,可以,1
款式,不错,1
质量,好,1
舒适度,不错,1
尺寸,保暖,1
价格,满意,1
质量,很好,1
质量,很好,1
质量,很好,1
做工,还不错,1
舒适度,舒服,1
质量,很好,1
质量,很好,1
质量,很好,1
质量,很好,1
尺寸,很准,1
质量,很好,1
款式,很好看,1
衣服,很好,1
价格,实惠,1
质量,很好,1
质量,很好,1
尺寸,合适,1
质量,好,1
做工,细腻,1
外观,好看,1
质量,好,1
质量,好,1
款式,帅气,1
价格,实惠,1
质量,非常好,1
质量,非常好,1
质量,超级的棒,1
价格,实惠,1
质量,不错,1
舒适度,很舒服,1
质量,不错,1
做工,精细,1
质量,不错,1
做工,精致,1
质量,不错,1
舒适度,柔软保暖,1
质量,不错,1
服务,态度非常好,1
尺寸,刚好合适,1
价格,便宜很多,1
质量,不错,1
价格,实惠,1
质量,不错,1
质量,不错,1
价格,经济实惠,1
质量,不错,1
性价比,很高,1
质量,不错,1
质地,特别好,1
质地,不错嘛,1
性价比,物超所值,1
质量,好,1
尺寸,合身,1
做工,精致,1
外观,很时尚,1
舒适度,不冷,1
做工,精致,1
外观,不错,1
舒适度,暖和,1
外观,挺好看,1
外观,挺好看,1
质量,不错,1
尺寸,合身,1
尺寸,合适,1
舒适度,舒服,1
外观,有型,1
尺寸,合身,1
质量,棒,1
舒适度,舒服,1
外观,好,1
服务,棒,1
质量,挺不错的,1
价格,便宜,1
性价比,物美价廉,1
质量,很好,1
质量,很好,1
质地,保暖舒适,1
价格,便宜,1
做工,细致,1
外观,帅帅哒,1
质量,很好,1
舒适度,舒服,1
款式,好看,1
质量,超级好,1
价格,实惠,1
质量,不错,1
舒适度,舒服,1
尺寸,合适,1
做工,精细,1
做工,没得说,1
做工,精细,1
质量,非常好,1
价格,实惠,1
外观,正,1
舒适度,保暖,1
质地,厚实,1
尺寸,合身,1
价格,物有所值,1
质地,柔软,1
款式,简单大方,1
尺寸,标准,1
质地,不错,1
质地,舒服,1
做工,精益求精,1
服务,一流,1
外观,时尚大气,1
性价比,物超所值,1
款式,好看,1
质量,好,1
价格,实惠,1
价格,实惠,1
质量,超级的棒,1
尺寸,标准,1
舒适度,舒服,1
款式,好看,1
尺寸,合身,1
价格,合理,0
尺寸,合身,1
舒适度,挺暖和,1
价格,合理,0
尺寸,正和身,1
质量,不错,1
质地,舒服,1
包装,严实,1
质量,不错,1
外观,很帅气,1
做工,精细,1
价格,合理,1
性价比,物超所值,1
款式,简单大方,1
包装,完好无损,1
做工,很好,1
款式,新颖时尚,1
质地,柔软舒服,1
包装,很细致,1
款式,很好,1
款式,很好看,1
尺寸,合适,1
款式,很好看,1
外观,很帅气,1
包装,很好,1
质地,很不错,1
款式,新颖,1
尺寸,很合身,1
做工,精细,1
服务,好,1
性价比,物有所值,0
尺寸,很合适,1
款式,休闲大方,1
服务,很好,1
做工,精细,1
质地,柔软舒适,1
外观,时尚,1
尺寸,合适,1
款式,新颖时尚,1
质量,不错,1
价格,喜欢,1
质量,很好,1
款式,简单百搭,1
舒适度,暖和,1
价格,实惠,1
舒适度,舒服,1
质地,柔软,1
款式,不会过时,1
质地,面料柔软,1
舒适度,穿上很舒服,1
尺寸,很正,1
质地,很好,1
款式,时尚潮流,1
质量,不错,1
质地,很好,1
舒适度,很暖和,1
价格,实惠,1
质地,好,1
做工,精致,1
服务,挺好的,1
舒适度,很舒适,1
舒适度,很舒服,1
款式,版型很好,1
款式,大气,1
外观,好看,1
款式,特别好,1
外观,显得很年轻,1
尺寸,刚好合适,1
款式,很漂亮,1
质量,好,1
价格,不贵,1
款式,好喜欢,1
款式,好看,1
尺寸,大小正好,1
款式,挺好的,1
质地,真好,1
质地,厚实,1
质地,厚实,1
质量,很好,1
款式,简单好看,1
价格,实惠,1
质地,面料舒服,1
舒适度,保暖效果很好,1
舒适度,很舒适,1
尺寸,非常标准,1
性价比,物超所值,1
质地,很厚重,1
舒适度,保暖,1
质地,不错,1
尺寸,很合身,1
款式,好,1
款式,很新颖,1
服务,很贴心,1
尺寸,很合适,1
